!	!	$.	0	0	1	0.332604	0.471554	0.195842
"	"	$(	0	0	1	0.292191	0.447523	0.260285
(	(	$(	0	0	1	0.313617	0.446087	0.240296
)	)	$(	0	0	1	0.334943	0.427278	0.237779
*	*	$(	0	0	1	0.27451	0.45098	0.27451
-	-	$(	0	0	1	0.298092	0.464229	0.237679
.	.	$.	0	0	1	0.281739	0.473789	0.244472
0	0	CARD	0	0	1	0.277778	0.527778	0.194444
1	1	CARD	0	0	1	0.276536	0.486034	0.23743
2	2	CARD	0	0	1	0.234586	0.538346	0.227068
3	3	CARD	0	0	1	0.205508	0.440678	0.353814
4	4	CARD	0	0	1	0.272085	0.5053	0.222615
5	5	CARD	0	0	1	0.386111	0.394444	0.219444
6	6	CARD	0	0	1	0.205357	0.625	0.169643
7	7	CARD	0	0	1	0.293333	0.44	0.266667
8	8	CARD	0	0	1	0.336538	0.423077	0.240385
9	9	CARD	0	0	1	0.318182	0.386364	0.295455
:	:	$.	0	0	1	0.299368	0.451862	0.24877
?	?	$.	0	0	1	0.155789	0.587368	0.256842
Abbild	Abbild	NN	0	0	1	-	-	-
Abdeckblech	Abdeckblech	NN	0	0	1	-	-	-
Abdeckgitter	Abdeckgitter	NN	0	0	1	-	-	-
Abdeckrost	Abdeckrost	NN	0	0	1	-	-	-
Abdeckung	Abdeckung	NN	0	0	1	0.454545	0.272727	0.272727
Abdruck	Abdruck	NN	0	0	1	0	0	1
Abdrucknehmen	Abdrucknehmen	NN	0	0	1	-	-	-
Abenteuer	Abenteuer	NN	0	0	1	0	1	0
Abklären	abklären	VVINF	0	0	1	-	-	-
Ablage	Ablage	NN	0	0	1	0.25	0.75	0
Ablagegestell	Ablagegestell	NN	0	0	1	-	-	-
Ablauf	Ablauf	NN	0	0	1	0	1	0
Ablaufregelung	Ablaufregelung	NN	0	0	1	-	-	-
Ablenkblech	Ablenkblech	NN	0	0	1	-	-	-
Ablenkplatte	Ablenkplatte	NN	0	0	1	-	-	-
Ablieferung	Ablieferung	NN	0	0	1	-	-	-
Abmachung	Abmachung	NN	0	0	1	-	-	-
Abnahme	Abnahme	NN	0	0	1	-	-	-
Abreicherung	Abreicherung	NN	0	0	1	-	-	-
Abruf	Abruf	NN	0	0	1	-	-	-
Abschlag	Abschlag	NN	0	0	1	0	0	1
Abschlagszahlung	Abschlagszahlung	NN	0	0	1	-	-	-
Abschnitt	Abschnitt	NN	0	0	1	-	-	-
Absehen	absehen	VVINF	0	0	1	0.103448	0.586207	0.310345
Abseite	Abseite	NN	0	0	1	-	-	-
Absicht	Absicht	NN	0	0	1	0.25	0.75	0
Abspannung	Abspannung	NN	0	0	1	-	-	-
Abstinenzbewegung	Abstinenzbewegung	NN	0	0	1	-	-	-
Abtretung	Abtretung	NN	0	0	1	-	-	-
Abwehrspieler	Abwehrspieler	NN	0	0	1	-	-	-
Abwägung	Abwägung	NN	0	0	1	1	0	0
Additiv	additiv	ADJD	0	0	1	-	-	-
Advokat	Advokat	NN	0	0	1	-	-	-
Affekt	Affekt	NN	0	0	1	-	-	-
Affektion	Affektion	NN	0	0	1	-	-	-
Affinität	Affinität	NN	0	0	1	-	-	-
Aha	aha	VVINF	0	0	1	0.5	0.25	0.25
Aha-Erlebnis	Aha-Erlebnis	NN	0	0	1	-	-	-
Ahnung	Ahnung	NN	0	0	1	0.3	0.55	0.15
Akkommodationsbreite	Akkommodationsbreite	NN	0	0	1	-	-	-
Akkomodationsbreite	Akkomodationsbreite	NN	0	0	1	-	-	-
Akteur	Akteur	NN	0	0	1	1	0	0
Allgemeinplatz	Allgemeinplatz	NN	0	0	1	-	-	-
Alter	Alter	NN	0	0	1	0.307692	0.538462	0.153846
Alternative	Alternative	NN	0	0	1	0.431818	0.431818	0.136364
Analyse	Analyse	NN	0	0	1	0.75	0.25	0
Analysegerät	Analysegerät	NN	0	0	1	-	-	-
Anblick	Anblick	NN	0	0	1	0	0.5	0.5
Anbot	anbieten	VVINF	0	0	1	0.1875	0.5625	0.25
Anbringung	Anbringung	NN	0	0	1	0.333333	0.333333	0.333333
Andruck	Andruck	NN	0	0	1	-	-	-
Anfahrt	Anfahrt	NN	0	0	1	-	-	-
Anfangs	Anfang	NN	0	0	1	0.254237	0.542373	0.20339
Anfertigung	Anfertigung	NN	0	0	1	-	-	-
Anforderung	Anforderung	NN	0	0	1	0.166667	0.333333	0.5
Anforderungen	Anforderung	NN	0	0	1	0.166667	0.333333	0.5
Angelegenheit	Angelegenheit	NN	0	0	1	0.2	0.6	0.2
Anlage	Anlage	NN	0	0	1	0.214286	0.535714	0.25
Anlass	Anlaß	NN	0	0	1	0.666667	0	0.333333
Anlegbarkeit	Anlegbarkeit	NN	0	0	1	-	-	-
Anlehnung	Anlehnung	NN	0	0	1	-	-	-
Anleitung	Anleitung	NN	0	0	1	0.511111	0.333333	0.155556
Anmerkung	Anmerkung	NN	0	0	1	0.333333	0.333333	0.333333
Annahme	Annahme	NN	0	0	1	0	0.5	0.5
Anpflanzung	Anpflanzung	NN	0	0	1	-	-	-
Anpressvorrichtungen	Anpressvorrichtungen	NN	0	0	1	-	-	-
Anprobe	Anprobe	NN	0	0	1	-	-	-
Anrollen	anrollen	VVINF	0	0	1	-	-	-
Ansaugen	ansaugen	VVINF	0	0	1	1	0	0
Anschauung	Anschauung	NN	0	0	1	-	-	-
Anschein	Anschein	NN	0	0	1	1	0	0
Ansehung	Ansehung	NN	0	0	1	-	-	-
Ansicht	Ansicht	NN	0	0	1	0.2	0.3	0.5
Ansichten	Ansicht	NN	0	0	1	0.2	0.3	0.5
Ansteuerung	Ansteuerung	NN	0	0	1	1	0	0
Anstoß	Anstoß	NN	0	0	1	-	-	-
Antasten	antasten	VVINF	0	0	1	-	-	-
Anteil	Anteil	NN	0	0	1	0.5	0.25	0.25
Antizyklone	Antizyklone	NN	0	0	1	-	-	-
Anvulkanisation	Anvulkanisation	NN	0	0	1	-	-	-
Anvulkanisieren	Anvulkanisieren	NN	0	0	1	-	-	-
Anzeige	Anzeige	NN	0	0	1	0.52	0.28	0.2
Apostel	Apostel	NN	0	0	1	-	-	-
Arbeit	Arbeit	NN	0	0	1	0.428571	0.311688	0.25974
Arbeitseinstellung	Arbeitseinstellung	NN	0	0	1	-	-	-
Areal	Areal	NN	0	0	1	-	-	-
Argument	Argument	NN	0	0	1	0.4	0.6	0
Argumentation	Argumentation	NN	0	0	1	-	-	-
Argumente	Argument	NN	0	0	1	0.4	0.6	0
Art	Art	NN	0	0	1	0.25	0.410714	0.339286
Aspiration	Aspiration	NN	0	0	1	-	-	-
Asyl	Asyl	NN	0	0	1	-	-	-
Aszendent	Aszendent	NN	0	0	1	-	-	-
Atemzug	Atemzug	NN	0	0	1	-	-	-
Aufarbeitung	Aufarbeitung	NN	0	0	1	-	-	-
Aufenthalt	Aufenthalt	NN	0	0	1	-	-	-
Auffassung	Auffassung	NN	0	0	1	0	0	1
Aufführung	Aufführung	NN	0	0	1	-	-	-
Aufgabenstellung	Aufgabenstellung	NN	0	0	1	0	1	0
Aufladen	aufladen	VVINF	0	0	1	0.36	0.44	0.2
Auflagergröße	Auflagergröße	NN	0	0	1	-	-	-
Auflagerkraft	Auflagerkraft	NN	0	0	1	-	-	-
Auflagerreaktion	Auflagerreaktion	NN	0	0	1	-	-	-
Aufsteller	Aufsteller	NN	0	0	1	-	-	-
Auftakt	Auftakt	NN	0	0	1	-	-	-
Aufteilung	Aufteilung	NN	0	0	1	-	-	-
Auftrag	Auftrag	NN	0	0	1	0	1	0
Auftreten	Auftreten	NN	0	0	1	0.121212	0.69697	0.181818
Auftritt	Auftritt	NN	0	0	1	0.571429	0.428571	0
Augenblick	Augenblick	NN	0	0	1	0.333333	0.333333	0.333333
Augenbraue	Augenbraue	NN	0	0	1	-	-	-
Aus-Stellung	Aus-Stellung	NN	0	0	1	-	-	-
Ausbildungs	Ausbildungs	NN	0	0	1	-	-	-
Ausblühungen	Ausblühungen	NN	0	0	1	-	-	-
Ausdruck	Ausdruck	NN	0	0	1	0.357143	0.428571	0.214286
Ausführung	Ausführung	NN	0	0	1	0.4	0.466667	0.133333
Ausführungsform	Ausführungsform	NN	0	0	1	-	-	-
Ausgang	Ausgang	NN	0	0	1	0.333333	0.5	0.166667
Ausgangsdrossel	Ausgangsdrossel	NN	0	0	1	-	-	-
Ausgangsform	Ausgangsform	NN	0	0	1	-	-	-
Ausgestaltung	Ausgestaltung	NN	0	0	1	-	-	-
Ausgießen	ausgießen	VVINF	0	0	1	0.375	0.5	0.125
Aushärten	aushärten	VVINF	0	0	1	-	-	-
Auskehlung	Auskehlung	NN	0	0	1	-	-	-
Auskragung	Auskragung	NN	0	0	1	-	-	-
Auslastung	Auslastung	NN	0	0	1	-	-	-
Ausleger	Ausleger	NN	0	0	1	-	-	-
Auslenkung	Auslenkung	NN	0	0	1	-	-	-
Ausläufer	Ausläufer	NN	0	0	1	-	-	-
Ausnutzung	Ausnutzung	NN	0	0	1	1	0	0
Ausrichtung	Ausrichtung	NN	0	0	1	0.4	0.6	0
Aussehen	Aussehen	NN	0	0	1	0.283582	0.477612	0.238806
Aussichtspunkte	Aussichtspunkt	NN	0	0	1	-	-	-
Ausstanzer	Ausstanzer	NN	0	0	1	-	-	-
Ausstattungsfilm	Ausstattungsfilm	NN	0	0	1	-	-	-
Aussteifung	Aussteifung	NN	0	0	1	-	-	-
Ausstellung	Ausstellung	NN	0	0	1	-	-	-
Aussteuerungsweite	Aussteuerungsweite	NN	0	0	1	-	-	-
Ausströmreaktionskräfte	Ausströmreaktionskräfte	NN	0	0	1	-	-	-
Austastung	Austastung	NN	0	0	1	-	-	-
Ausweg	Ausweg	NN	0	0	1	-	-	-
Auswerteverfahren	Auswerteverfahren	NN	0	0	1	-	-	-
Auswertung	Auswertung	NN	0	0	1	0	0.666667	0.333333
Auswärtsspiel	Auswärtsspiel	NN	0	0	1	-	-	-
Auszug	Auszug	NN	0	0	1	0.25	0.25	0.5
Baby	Baby	NN	0	0	1	0.5625	0.3125	0.125
Bach	Bach	NN	0	0	1	0.25	0.5	0.25
Bahn	Bahn	NN	0	0	1	0.5	0	0.5
Balkenrost	Balkenrost	NN	0	0	1	-	-	-
Ballwechsel	Ballwechsel	NN	0	0	1	-	-	-
Bank	Bank	NN	0	0	1	0	0	1
Bankert	Bankert	NE	0	0	1	-	-	-
Bankschließfach	Bankschließfach	NN	0	0	1	-	-	-
Basis	Basis	NN	0	0	1	0.307692	0.461538	0.230769
Basisnetz	Basisnetz	NN	0	0	1	-	-	-
Bauhöhe	Bauhöhe	NN	0	0	1	0	1	0
Bauhütte	Bauhütte	NN	0	0	1	-	-	-
Baumkante	Baumkante	NN	0	0	1	-	-	-
Bausparkasse	Bausparkasse	NN	0	0	1	-	-	-
Baustahlgewebe	Baustahlgewebe	NN	0	0	1	-	-	-
Baustein-Freigabe	Baustein-Freigabe	NN	0	0	1	-	-	-
Becken	Becken	NN	0	0	1	-	-	-
Bedarf	Bedarf	NN	0	0	1	0.583333	0.333333	0.0833333
Bediengerät	Bediengerät	NN	0	0	1	-	-	-
Bedienungsfeld	Bedienungsfeld	NN	0	0	1	-	-	-
Befinden	befinden	VVINF	0	0	1	0.410256	0.487179	0.102564
Begleichung	Begleichung	NN	0	0	1	-	-	-
Begriff	Begriff	NN	0	0	1	0.0909091	0.727273	0.181818
Begründung	Begründung	NN	0	0	1	0	0.5	0.5
Behandlung	Behandlung	NN	0	0	1	0.333333	0.333333	0.333333
Behälter	Behälter	NN	0	0	1	0.391304	0.304348	0.304348
Beispiel	Beispiel	NN	0	0	1	0.347305	0.383234	0.269461
Beispielsfall	Beispielsfall	NN	0	0	1	-	-	-
Beize	Beize	NN	0	0	1	-	-	-
Beizen	Beize	NN	0	0	1	-	-	-
Belang	belangen	VVINF	0	0	1	-	-	-
Belange	belangen	VVINF	0	0	1	-	-	-
Belletristik	Belletristik	NN	0	0	1	-	-	-
Bemerkung	Bemerkung	NN	0	0	1	0	1	0
Bemessung	Bemessung	NN	0	0	1	0	1	0
Berater	Berater	NN	0	0	1	-	-	-
Beratung	Beratung	NN	0	0	1	-	-	-
Bereifung	Bereifung	NN	0	0	1	-	-	-
Berichterstatter	Berichterstatter	NN	0	0	1	-	-	-
Berlocke	Berlocke	NN	0	0	1	-	-	-
Berührung	Berührung	NN	0	0	1	0	0.75	0.25
Bescheid	Bescheid	NN	0	0	1	0.25	0.75	0
Bescheinigungswesen	Bescheinigungswesen	NN	0	0	1	-	-	-
Beschlag	Beschlag	NN	0	0	1	-	-	-
Beschleuniger	Beschleuniger	NN	0	0	1	-	-	-
Beschleunigung	Beschleunigung	NN	0	0	1	0	1	0
Beschluss	Beschluß	NN	0	0	1	-	-	-
Beschnittzugabe	Beschnittzugabe	NN	0	0	1	-	-	-
Besitzer	Besitzer	NN	0	0	1	0.461538	0.461538	0.0769231
Besitzerin	Besitz	NE	0	0	1	0.47619	0.333333	0.190476
Besitzübertragung	Besitzübertragung	NN	0	0	1	-	-	-
Bestimmung	Bestimmung	NN	0	0	1	0	0	1
Beteiligung	Beteiligung	NN	0	0	1	0	1	0
Beton	Beton	NN	0	0	1	0.8	0.2	0
Betonung	Betonung	NN	0	0	1	-	-	-
Betrieb	Betrieb	NN	0	0	1	0.294118	0.458824	0.247059
Betriebsverfassungsgesetz	Betriebsverfassungsgesetz	NN	0	0	1	-	-	-
Beurteilung	Beurteilung	NN	0	0	1	0.142857	0.714286	0.142857
Bevorzugung	Bevorzugung	NN	0	0	1	-	-	-
Bewandtnis	Bewandtnis	NN	0	0	1	-	-	-
Beweggrund	Beweggrund	NN	0	0	1	-	-	-
Bewegung	Bewegung	NN	0	0	1	0.1875	0.5625	0.25
Bewusstheit	Bewußtheit	NN	0	0	1	-	-	-
Bewusstsein	Bewußtsein	NN	0	0	1	-	-	-
Bewusstseinsbildung	Bewußtseinsbildung	NN	0	0	1	-	-	-
Bewusstwerdung	Bewusstwerdung	NN	0	0	1	-	-	-
Bezugsformstück	Bezugsformstück	NN	0	0	1	-	-	-
Bild	Bild	NN	0	0	1	0.35533	0.380711	0.263959
Bildabstand	Bildabstand	NN	0	0	1	-	-	-
Bildhelligkeit	Bildhelligkeit	NN	0	0	1	-	-	-
Bildkontrastverstärkung	Bildkontrastverstärkung	NN	0	0	1	-	-	-
Bildnis	Bildnis	NN	0	0	1	-	-	-
Bindebogen	Bindebogen	NN	0	0	1	-	-	-
Bisexuelle	Bisexuelle	NN	0	0	1	-	-	-
Blattschraube	Blattschraube	NN	0	0	1	-	-	-
Bleiplombe	Bleiplombe	NN	0	0	1	-	-	-
Blende	Blende	NN	0	0	1	0	1	0
Blendrahmen	Blendrahmen	NN	0	0	1	-	-	-
Blitzen	Blitz	NN	0	0	1	0.75	0.25	0
Block	Block	NN	0	0	1	0.5	0.166667	0.333333
Blocksatz	Blocksatz	NN	0	0	1	-	-	-
Blust	Blust	NN	0	0	1	-	-	-
Blutrot	Blutrot	NN	0	0	1	-	-	-
Boden	Boden	NN	0	0	1	0.301887	0.471698	0.226415
Bodenverfestiger	Bodenverfestiger	NN	0	0	1	-	-	-
Bodenwrange	Bodenwrange	NN	0	0	1	-	-	-
Bogenweiche	Bogenweiche	NN	0	0	1	-	-	-
Bohrarbeit	Bohrarbeit	NN	0	0	1	-	-	-
Bohrloch	Bohrloch	NN	0	0	1	0	0.666667	0.333333
Bohrung	Bohrung	NN	0	0	1	0	0.5	0.5
Bordell	Bordell	NN	0	0	1	-	-	-
Borstenhaar	Borstenhaar	NN	0	0	1	-	-	-
Brandprobe	Brandprobe	NN	0	0	1	-	-	-
Brandungswelle	Brandungswelle	NN	0	0	1	-	-	-
Bride	Bride	NN	0	0	1	-	-	-
Briefschluss	Briefschluss	NN	0	0	1	-	-	-
Brötchen	Brötchen	NN	0	0	1	0.4	0.4	0.2
Brückenpfeiler	Brückenpfeiler	NN	0	0	1	-	-	-
Bund	Bund	NN	0	0	1	-	-	-
Bundstäbchen	Bundstäbchen	NN	0	0	1	-	-	-
Buntes	bunt	ADJA	0	0	1	0	0.454545	0.545455
Buttertoffee	Buttertoffee	NN	0	0	1	-	-	-
Bündnis	Bündnis	NN	0	0	1	-	-	-
Bürgschaft	Bürgschaft	NN	0	0	1	-	-	-
Bürgschaftsnehmer	Bürgschaftsnehmer	NN	0	0	1	-	-	-
Cartoon	Cartoon	NN	0	0	1	-	-	-
Chassis	Chassis	NN	0	0	1	-	-	-
Cherub	Cherub	NN	0	0	1	-	-	-
Chevreau	Chevreau	NN	0	0	1	-	-	-
Chevreauleder	Chevreauleder	NN	0	0	1	-	-	-
Chiffre	Chiffre	NN	0	0	1	-	-	-
Chiffrierschlüssel	Chiffrierschlüssel	NN	0	0	1	-	-	-
Choral	Choral	NN	0	0	1	0.5	0	0.5
Chorraum	Chorraum	NN	0	0	1	-	-	-
Chrysantheme	Chrysantheme	NN	0	0	1	-	-	-
Clique	Clique	NN	0	0	1	-	-	-
Dachschräge	Dachschräge	NN	0	0	1	-	-	-
Darsteller	Darsteller	NN	0	0	1	0.333333	0.333333	0.333333
Darstellung	Darstellung	NN	0	0	1	0.222222	0.444444	0.333333
Datenoase	Datenoase	NN	0	0	1	-	-	-
Dauer	Dauer	NN	0	0	1	0.117647	0.558824	0.323529
Dauerhaftigkeit	Dauerhaftigkeit	NN	0	0	1	-	-	-
Daumen	Daumen	NN	0	0	1	0.444444	0.444444	0.111111
Deckband	Deckband	NN	0	0	1	-	-	-
Deckelkorb	Deckelkorb	NN	0	0	1	-	-	-
Deckfalte	Deckfalte	NN	0	0	1	-	-	-
Deckstütze	Deckstütze	NN	0	0	1	-	-	-
Deduktion	Deduktion	NN	0	0	1	-	-	-
Definiertheit	Definiertheit	NN	0	0	1	-	-	-
Delkredere	Delkredere	NN	0	0	1	-	-	-
Denken	Denken	NN	0	0	1	0.245283	0.462264	0.292453
Denkungsart	Denkungsart	NN	0	0	1	-	-	-
Depotfund	Depotfund	NN	0	0	1	-	-	-
Der	der	PDS	0	0	1	0.281173	0.473879	0.244948
Destillationsapparat	Destillationsapparat	NN	0	0	1	-	-	-
Destillationsblase	Destillationsblase	NN	0	0	1	-	-	-
Dia	Dia	NN	0	0	1	-	-	-
Diapositiv	Diapositiv	NN	0	0	1	-	-	-
Dichtung	Dichtung	NN	0	0	1	0.2	0.7	0.1
Dichtungsfilzstreifen	Dichtungsfilzstreifen	NN	0	0	1	-	-	-
Diele	Diele	NN	0	0	1	-	-	-
Dienstbote	Dienstbot	NN	0	0	1	-	-	-
Dienstbotin	Dienstbotin	NN	0	0	1	-	-	-
Dienstgrad	Dienstgrad	NN	0	0	1	-	-	-
Dienstrang	Dienstrang	NN	0	0	1	-	-	-
Differenz	Differenz	NN	0	0	1	0	1	0
Differenzbetrag	Differenzbetrag	NN	0	0	1	-	-	-
Digitalzeichen	Digitalzeichen	NN	0	0	1	-	-	-
Ding	Ding	NN	0	0	1	0.271605	0.561728	0.166667
Dinge	Ding	NN	0	0	1	0.271605	0.561728	0.166667
Diplomatie	Diplomatie	NN	0	0	1	-	-	-
Distribution	Distribution	NN	0	0	1	0	0	1
Drahtkorbbuhne	Drahtkorbbuhne	NN	0	0	1	-	-	-
Drahtschotterbuhne	Drahtschotterbuhne	NN	0	0	1	-	-	-
Drall	Drall	NN	0	0	1	-	-	-
Dreh	drehen	ADJD	0	0	1	0.346939	0.408163	0.244898
Drehdurchmesser	Drehdurchmesser	NN	0	0	1	-	-	-
Drehscheibe	Drehscheibe	NN	0	0	1	-	-	-
Drehung	Drehung	NN	0	0	1	-	-	-
Drehungen	Drehung	NN	0	0	1	-	-	-
Drosselklappe	Drosselklappe	NN	0	0	1	-	-	-
Drosselspule	Drosselspule	NN	0	0	1	-	-	-
Druckluft	Druckluft	NN	0	0	1	-	-	-
Druckpresse	Druckpresse	NN	0	0	1	-	-	-
Druckstoß	Druckstoß	NN	0	0	1	-	-	-
Durchblicke	Durchblick	NN	0	0	1	-	-	-
Durchfahrtshöhe	Durchfahrtshöhe	NN	0	0	1	-	-	-
Durchführung	Durchführung	NN	0	0	1	1	0	0
Durchscheinen	durchscheinen	VVINF	0	0	1	0	0	1
Durchschlagpapier	Durchschlagpapier	NN	0	0	1	-	-	-
Dämmerung	Dämmerung	NN	0	0	1	1	0	0
Dämpfung	Dämpfung	NN	0	0	1	0	1	0
Dämpfungsverhältnis	Dämpfungsverhältnis	NN	0	0	1	-	-	-
Eben	eben	ADJD	0	0	1	0.248408	0.43949	0.312102
Ebene	Ebene	NN	0	0	1	0.25	0.75	0
Effektivverzinsung	Effektivverzinsung	NN	0	0	1	-	-	-
Ehefähigkeitszeugnis	Ehefähigkeitszeugnis	NN	0	0	1	-	-	-
Eigenkapitaldecke	Eigenkapitaldecke	NN	0	0	1	-	-	-
Eigenschaft	Eigenschaft	NN	0	0	1	0.333333	0.4	0.266667
Einbildungskraft	Einbildungskraft	NN	0	0	1	-	-	-
Einfachheit	Einfachheit	NN	0	0	1	0.666667	0.333333	0
Einfall	Einfall	NN	0	0	1	0	1	0
Einfallen	einfallen	VVINF	0	0	1	0.166667	0.5	0.333333
Einflugloch	Einflugloch	NN	0	0	1	-	-	-
Einfärbemittel	Einfärbemittel	NN	0	0	1	-	-	-
Einkünfte	Einkunft	NN	0	0	1	-	-	-
Einstellung	Einstellung	NN	0	0	1	0.296296	0.37037	0.333333
Eintopf	Eintopf	NN	0	0	1	-	-	-
Eintopfgericht	Eintopfgericht	NN	0	0	1	-	-	-
Einziehschacht	Einziehschacht	NN	0	0	1	-	-	-
Elektronenbeschuss	Elektronenbeschuss	NN	0	0	1	-	-	-
Elektroschock-Gürtel	Elektroschock-Gürtel	NN	0	0	1	-	-	-
Elfmeter	Elfmeter	NN	0	0	1	-	-	-
Eltern	Elter	NN	0	0	1	0.526316	0.315789	0.157895
Emotion	Emotion	NN	0	0	1	0.6	0.2	0.2
Empfangsbestätigung	Empfangsbestätigung	NN	0	0	1	-	-	-
Empfindung	Empfindung	NN	0	0	1	-	-	-
Endneigung	Endneigung	NN	0	0	1	-	-	-
